"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Avena Lacteos","7500000000336","Frutas","2028-03-02","Nescafe","354.3","404"
"Papas Verduras","7500000000337","Panaderia","2027-11-15","Heinz","493.46","382"
"Frijoles Desayuno","7500000000338","Panaderia","2027-03-30","Activia","93.43","250"
"Ketchup Lacteos","7500000000339","Lacteos","2026-12-10","Tampico","362.22","256"
"Arroz Frutas","7500000000340","Conservas","2027-04-10","Bimbo","55.33","72"
"Agua Alimentos","7500000000341","Carnes","2027-04-29","Activia","18.26","22"
"Mayonesa Panaderia","7500000000342","Conservas","2027-04-04","Heinz","354.66","214"
"Pescado Panaderia","7500000000343","Panaderia","2027-04-17","Nescafe","348.42","456"
"Vinagre Alimentos","7500000000344","Panaderia","2027-03-03","Activia","334.1","392"
"Zanahoria Bebidas","7500000000345","Alimentos","2027-02-20","Tampico","207.91","110"
"Chocolate Carnes","7500000000346","Bebidas","2027-08-07","Nescafe","374.34","214"
"Avena Conservas","7500000000347","Panaderia","2026-10-18","Heinz","372.23","130"
"Leche Frutas","7500000000348","Carnes","2027-04-07","Nutrioli","238.14","86"
"Leche Verduras","7500000000349","Lacteos","2027-09-12","Nescafe","21.34","499"
"Crema Desayuno","7500000000350","Carnes","2027-06-03","Lala","373.27","107"
"Sal Bebidas","7500000000351","Frutas","2027-01-10","Rosarita","145.28","415"
"Pimienta Bebidas","7500000000352","Carnes","2027-11-10","Rosarita","461.61","385"
"Atun Carnes","7500000000353","Condimentos","2027-07-03","Quaker","213.64","304"
"Ketchup Lacteos","7500000000354","Panaderia","2026-11-25","Nescafe","211.69","348"
"Harina Lacteos","7500000000355","Verduras","2028-02-14","Bimbo","400.95","311"
"Cebolla Conservas","7500000000356","Condimentos","2027-03-07","Rosarita","264.22","301"
"Papas Alimentos","7500000000357","Panaderia","2027-05-02","Bimbo","201.11","111"
"Vinagre Panaderia","7500000000358","Desayuno","2027-10-09","Bimbo","316.63","473"
"Cebolla Carnes","7500000000359","Alimentos","2026-07-01","Rosarita","316.02","349"
"Agua Conservas","7500000000360","Carnes","2027-06-25","Bimbo","477.22","29"
"Frijoles Frutas","7500000000361","Conservas","2026-12-14","Tampico","287.42","292"
"Limon Panaderia","7500000000362","Desayuno","2027-09-22","Activia","218.96","95"
"Limon Condimentos","7500000000363","Desayuno","2028-02-27","Lala","361.97","350"
"Pollo Lacteos","7500000000364","Verduras","2028-01-17","Rosarita","424.83","230"
"Pimienta Conservas","7500000000365","Lacteos","2027-08-05","Lala","274.24","136"
"Naranja Bebidas","7500000000366","Desayuno","2027-06-04","Lala","383.08","413"
"Arroz Condimentos","7500000000367","Desayuno","2026-07-09","Brillante","282.52","174"
"Salsa Verduras","7500000000368","Bebidas","2027-10-29","Quaker","147.91","38"
"Mostaza Frutas","7500000000369","Panaderia","2027-08-08","Brillante","347.13","138"
"Huevo Desayuno","7500000000370","Condimentos","2027-01-03","Rosarita","374.98","265"
"Cereal Verduras","7500000000371","Lacteos","2028-01-20","Nutrioli","63.52","194"
"Papas Carnes","7500000000372","Panaderia","2027-04-13","Quaker","330.83","394"
"Atun Verduras","7500000000373","Frutas","2027-12-07","Tampico","471.77","353"
"Manzana Verduras","7500000000374","Conservas","2028-03-28","Heinz","375.21","254"
"Arroz Condimentos","7500000000375","Panaderia","2028-01-05","Brillante","415.27","219"
"Avena Desayuno","7500000000376","Alimentos","2027-07-28","Heinz","139.78","235"
"Carne Verduras","7500000000377","Frutas","2027-03-25","Bimbo","168.09","334"
"Ketchup Bebidas","7500000000378","Carnes","2026-09-02","Nutrioli","401.75","354"
"Mayonesa Conservas","7500000000379","Bebidas","2027-04-09","Bimbo","357.39","316"
"Huevo Desayuno","7500000000380","Frutas","2027-04-04","Quaker","156.59","53"
"Pollo Bebidas","7500000000381","Carnes","2026-08-18","Brillante","323.74","281"
"Crema Lacteos","7500000000382","Conservas","2027-12-27","Lala","405.56","277"
"Carne Desayuno","7500000000383","Carnes","2026-08-09","Activia","266.98","293"
"Cerveza Condimentos","7500000000384","Carnes","2027-01-19","Nescafe","18.62","246"
"Atun Conservas","7500000000385","Carnes","2027-10-24","Heinz","225.85","265"
"Aceite Desayuno","7500000000386","Condimentos","2027-11-14","Tampico","420.66","339"
"Yogurt Carnes","7500000000387","Condimentos","2027-11-15","Nescafe","108.19","173"
"Avena Alimentos","7500000000388","Frutas","2027-01-10","Activia","437.63","47"
"Vino Alimentos","7500000000389","Carnes","2027-08-25","Rosarita","337.47","469"
"Pollo Bebidas","7500000000390","Panaderia","2027-12-14","Activia","408.39","411"
"Cebolla Panaderia","7500000000391","Bebidas","2027-11-25","Activia","479.74","244"
"Naranja Conservas","7500000000392","Alimentos","2027-11-30","Nutrioli","108.81","447"
"Galletas Condimentos","7500000000393","Frutas","2026-07-10","McCormick","78.46","382"
"Tomate Condimentos","7500000000394","Conservas","2027-11-14","Nutrioli","382.28","271"
"Mostaza Verduras","7500000000395","Lacteos","2028-03-23","Tampico","112.19","217"
"Cafe Carnes","7500000000396","Conservas","2026-09-09","Lala","277.75","138"
"Avena Lacteos","7500000000397","Verduras","2026-10-13","Nutrioli","281.49","213"
"Crema Carnes","7500000000398","Panaderia","2026-10-14","Lala","178.32","71"
"Ajo Frutas","7500000000399","Desayuno","2026-10-25","Nescafe","498.65","121"
"Chiles Verduras","7500000000400","Frutas","2027-07-06","Bimbo","268.98","344"
"Queso Desayuno","7500000000401","Verduras","2026-07-11","Quaker","447.43","409"
"Naranja Conservas","7500000000402","Frutas","2026-07-28","Brillante","487.84","426"
"Cerveza Verduras","7500000000403","Verduras","2027-05-31","McCormick","489.43","117"
"Naranja Lacteos","7500000000404","Conservas","2027-09-22","Activia","13.17","360"
"Chiles Lacteos","7500000000405","Conservas","2026-07-26","Quaker","413.14","129"
"Azucar Conservas","7500000000406","Frutas","2027-04-30","Lala","62.43","211"
"Vinagre Condimentos","7500000000407","Carnes","2026-07-07","Lala","425.3","50"
"Cerveza Verduras","7500000000408","Lacteos","2027-02-17","Heinz","154.2","343"
"Ketchup Carnes","7500000000409","Conservas","2026-10-27","Tampico","90.38","77"
"Vino Alimentos","7500000000410","Conservas","2027-07-29","Bimbo","222.68","13"
"Azucar Frutas","7500000000411","Bebidas","2028-03-01","McCormick","108.02","237"
"Yogurt Alimentos","7500000000412","Alimentos","2026-08-04","Heinz","185.82","313"
"Queso Carnes","7500000000413","Conservas","2027-12-05","Nutrioli","444.82","47"
"Queso Lacteos","7500000000414","Verduras","2027-12-09","Rosarita","289.17","162"
"Sal Lacteos","7500000000415","Alimentos","2026-11-22","Rosarita","422.48","217"
"Pollo Lacteos","7500000000416","Alimentos","2026-09-08","Tampico","371.33","337"
"Sal Frutas","7500000000417","Lacteos","2026-07-25","Quaker","224.09","62"
"Zanahoria Carnes","7500000000418","Verduras","2028-03-20","McCormick","177.0","350"
"Azucar Frutas","7500000000419","Lacteos","2027-02-17","Rosarita","212.97","459"
"Mostaza Condimentos","7500000000420","Carnes","2026-12-21","Quaker","442.08","351"
"Mantequilla Conservas","7500000000421","Frutas","2027-06-13","Bimbo","151.37","223"
"Zanahoria Alimentos","7500000000422","Panaderia","2027-10-04","Rosarita","182.84","428"
"Atun Lacteos","7500000000423","Desayuno","2027-06-01","McCormick","43.19","190"
"Cafe Conservas","7500000000424","Conservas","2026-12-01","Quaker","330.6","354"
"Jugo Verduras","7500000000425","Bebidas","2027-04-25","Tampico","40.7","470"
"Huevo Lacteos","7500000000426","Panaderia","2027-07-06","Brillante","77.66","462"
"Avena Alimentos","7500000000427","Desayuno","2027-08-29","Bimbo","331.92","230"
"Zanahoria Panaderia","7500000000428","Panaderia","2027-04-21","Brillante","47.72","170"
"Cafe Condimentos","7500000000429","Panaderia","2027-10-10","Quaker","458.34","496"
"Papas Condimentos","7500000000430","Alimentos","2027-12-17","Rosarita","20.69","435"
"Frijoles Condimentos","7500000000431","Conservas","2027-06-25","Nescafe","434.59","237"
"Naranja Panaderia","7500000000432","Conservas","2027-09-29","Nescafe","493.84","390"
"Agua Frutas","7500000000433","Frutas","2028-01-06","Heinz","356.42","184"
"Harina Alimentos","7500000000434","Panaderia","2027-02-28","Heinz","378.22","462"
"Arroz Verduras","7500000000435","Conservas","2027-10-18","Brillante","473.01","393"
"Harina Condimentos","7500000000436","Frutas","2027-10-05","Rosarita","184.45","210"
"Cebolla Conservas","7500000000437","Verduras","2026-10-12","Brillante","494.12","47"
"Galletas Lacteos","7500000000438","Lacteos","2027-03-04","Nescafe","403.94","215"
"Arroz Desayuno","7500000000439","Condimentos","2027-07-17","Rosarita","460.17","80"
"Papas Condimentos","7500000000440","Bebidas","2027-09-26","Tampico","395.63","78"
"Salsa Lacteos","7500000000441","Verduras","2028-02-27","Activia","141.68","451"
"Naranja Panaderia","7500000000442","Desayuno","2027-12-16","Activia","161.46","436"
"Huevo Desayuno","7500000000443","Lacteos","2026-08-29","Bimbo","476.52","266"
"Yogurt Carnes","7500000000444","Verduras","2027-08-06","Rosarita","110.06","71"
"Chocolate Desayuno","7500000000445","Frutas","2027-07-27","Rosarita","306.5","280"
"Sal Verduras","7500000000446","Alimentos","2026-11-20","Nutrioli","438.6","482"
"Zanahoria Carnes","7500000000447","Bebidas","2026-12-17","Lala","65.55","164"
"Zanahoria Carnes","7500000000448","Carnes","2027-05-25","Tampico","113.26","87"
"Aceite Carnes","7500000000449","Conservas","2026-11-06","Activia","229.99","184"
"Naranja Panaderia","7500000000450","Bebidas","2027-11-03","Bimbo","67.1","243"
"Mostaza Carnes","7500000000451","Carnes","2028-02-11","Nutrioli","203.1","221"
"Crema Desayuno","7500000000452","Frutas","2027-01-01","Brillante","190.13","408"
"Limon Desayuno","7500000000453","Desayuno","2027-08-08","Bimbo","167.78","372"
"Harina Bebidas","7500000000454","Frutas","2027-07-16","Brillante","408.95","376"
"Chiles Verduras","7500000000455","Conservas","2028-01-27","Quaker","55.88","437"
"Tomate Condimentos","7500000000456","Conservas","2027-11-06","Nescafe","464.36","231"
"Vinagre Frutas","7500000000457","Desayuno","2028-01-29","Lala","370.04","117"
"Crema Lacteos","7500000000458","Lacteos","2026-08-22","Brillante","254.92","39"
"Chocolate Lacteos","7500000000459","Alimentos","2026-08-10","Heinz","13.12","28"
"Leche Carnes","7500000000460","Conservas","2026-07-15","Bimbo","370.98","367"
"Pollo Alimentos","7500000000461","Conservas","2027-08-03","Nescafe","324.0","209"
"Cebolla Condimentos","7500000000462","Conservas","2026-09-15","McCormick","202.14","48"
"Vino Conservas","7500000000463","Lacteos","2026-10-12","McCormick","127.63","487"
"Frijoles Alimentos","7500000000464","Panaderia","2027-03-25","Tampico","13.4","352"
"Chocolate Carnes","7500000000465","Frutas","2026-11-04","McCormick","87.95","28"
"Agua Verduras","7500000000466","Verduras","2027-03-30","Bimbo","180.65","454"
"Frijoles Bebidas","7500000000467","Conservas","2027-04-17","Nutrioli","222.64","229"
"Vinagre Conservas","7500000000468","Frutas","2026-08-09","Nutrioli","44.08","468"
"Mostaza Frutas","7500000000469","Panaderia","2027-05-27","Bimbo","223.72","333"
"Mayonesa Alimentos","7500000000470","Conservas","2027-02-15","McCormick","236.29","332"
"Papas Lacteos","7500000000471","Verduras","2026-07-30","Brillante","482.49","494"
"Cerveza Condimentos","7500000000472","Condimentos","2027-06-02","McCormick","376.36","443"
"Jugo Conservas","7500000000473","Lacteos","2027-06-28","Activia","273.51","110"
"Pan Carnes","7500000000474","Frutas","2026-11-24","Activia","361.49","243"
"Sal Bebidas","7500000000475","Frutas","2026-12-17","Quaker","88.91","345"
"Queso Panaderia","7500000000476","Lacteos","2027-05-08","Tampico","154.0","447"
"Cerveza Carnes","7500000000477","Alimentos","2027-04-30","Rosarita","33.66","220"
"Manzana Alimentos","7500000000478","Lacteos","2027-08-14","Rosarita","295.86","453"
"Pollo Panaderia","7500000000479","Carnes","2026-10-29","Activia","477.52","140"
"Mantequilla Desayuno","7500000000480","Conservas","2027-08-16","Lala","84.07","45"
"Leche Carnes","7500000000481","Panaderia","2027-02-14","Tampico","110.68","44"
"Chiles Panaderia","7500000000482","Lacteos","2026-08-24","Rosarita","379.47","153"
"Ketchup Carnes","7500000000483","Conservas","2026-09-10","Nutrioli","181.09","413"
"Limon Alimentos","7500000000484","Lacteos","2027-11-20","Activia","182.25","410"
"Chocolate Carnes","7500000000485","Alimentos","2026-07-01","Heinz","263.59","454"
"Refresco Desayuno","7500000000486","Lacteos","2026-11-04","Quaker","133.91","431"
"Pan Bebidas","7500000000487","Conservas","2027-08-20","McCormick","209.1","456"
"Platano Conservas","7500000000488","Alimentos","2026-12-17","Quaker","354.36","342"
"Mayonesa Alimentos","7500000000489","Frutas","2028-03-16","Lala","199.11","353"
"Pan Conservas","7500000000490","Carnes","2026-07-17","Activia","146.61","16"
"Huevo Carnes","7500000000491","Desayuno","2026-09-06","Quaker","223.35","53"
"Cafe Condimentos","7500000000492","Panaderia","2027-12-03","Quaker","118.26","168"
"Cafe Desayuno","7500000000493","Verduras","2026-09-16","Heinz","88.22","303"
"Azucar Conservas","7500000000494","Frutas","2028-03-20","Quaker","386.72","119"
"Papas Carnes","7500000000495","Carnes","2026-09-21","Activia","26.92","444"
"Zanahoria Verduras","7500000000496","Frutas","2027-06-21","Activia","382.17","438"
"Jugo Verduras","7500000000497","Frutas","2026-12-13","Rosarita","462.24","484"
"Galletas Lacteos","7500000000498","Carnes","2027-08-05","Nescafe","142.43","418"
"Sal Verduras","7500000000499","Bebidas","2027-04-07","Bimbo","260.09","435"
"Frijoles Frutas","7500000000500","Carnes","2026-10-25","Brillante","254.88","66"
"Naranja Conservas","7500000000501","Desayuno","2028-02-29","Lala","379.52","116"
"Zanahoria Bebidas","7500000000502","Panaderia","2026-10-26","Activia","266.49","111"
"Chiles Conservas","7500000000503","Condimentos","2026-10-18","Tampico","391.32","394"
"Mantequilla Bebidas","7500000000504","Bebidas","2027-08-02","Quaker","249.16","375"
"Mantequilla Conservas","7500000000505","Lacteos","2027-07-01","Quaker","57.62","206"
"Manzana Verduras","7500000000506","Alimentos","2028-02-10","Nutrioli","170.9","372"
"Cerveza Frutas","7500000000507","Frutas","2027-11-27","Quaker","391.0","95"
"Salsa Desayuno","7500000000508","Alimentos","2028-02-25","Quaker","353.4","332"
"Cafe Conservas","7500000000509","Frutas","2028-01-04","Lala","47.37","101"
"Zanahoria Frutas","7500000000510","Bebidas","2027-04-28","Tampico","145.62","314"
"Queso Bebidas","7500000000511","Conservas","2026-10-11","Brillante","103.61","127"
"Aceite Alimentos","7500000000512","Conservas","2028-01-03","Quaker","406.89","346"
"Jugo Condimentos","7500000000513","Panaderia","2026-11-23","McCormick","217.84","295"
"Vinagre Condimentos","7500000000514","Lacteos","2027-07-03","Rosarita","27.2","195"
"Tomate Desayuno","7500000000515","Panaderia","2028-01-14","Rosarita","196.07","467"
"Aceite Panaderia","7500000000516","Verduras","2026-12-31","Rosarita","327.72","10"
"Leche Conservas","7500000000517","Bebidas","2027-02-13","Bimbo","178.75","430"
"Salsa Carnes","7500000000518","Frutas","2027-04-03","Heinz","358.01","427"
"Cebolla Verduras","7500000000519","Frutas","2026-10-31","McCormick","378.28","126"
"Pescado Lacteos","7500000000520","Conservas","2027-09-12","Quaker","248.14","338"
"Leche Lacteos","7500000000521","Lacteos","2027-04-19","Nescafe","383.52","168"
"Ketchup Lacteos","7500000000522","Condimentos","2026-12-18","Lala","285.96","306"
"Manzana Carnes","7500000000523","Panaderia","2027-06-19","Lala","412.06","430"
"Arroz Desayuno","7500000000524","Conservas","2027-07-25","Nutrioli","498.59","494"
"Tomate Conservas","7500000000525","Lacteos","2026-07-03","Lala","92.35","31"
"Zanahoria Frutas","7500000000526","Conservas","2027-02-13","Tampico","87.8","373"
"Cereal Lacteos","7500000000527","Condimentos","2027-06-11","McCormick","417.97","153"
"Chocolate Panaderia","7500000000528","Carnes","2027-11-18","Brillante","83.5","418"
"Pimienta Panaderia","7500000000529","Panaderia","2027-06-15","Activia","187.2","178"
"Carne Frutas","7500000000530","Carnes","2027-11-19","Lala","149.14","441"
"Yogurt Carnes","7500000000531","Bebidas","2027-02-07","Activia","257.56","403"
"Vinagre Conservas","7500000000532","Bebidas","2027-12-28","Rosarita","91.48","11"
"Limon Lacteos","7500000000533","Lacteos","2026-09-29","Quaker","37.2","85"
"Aceite Bebidas","7500000000534","Verduras","2027-12-18","Heinz","429.22","79"
"Aceite Verduras","7500000000535","Desayuno","2027-05-08","Tampico","132.29","286"
"Pescado Lacteos","7500000000536","Carnes","2027-03-21","Activia","472.51","336"
"Carne Conservas","7500000000537","Lacteos","2026-12-17","Lala","57.83","239"
"Galletas Bebidas","7500000000538","Condimentos","2028-03-30","Lala","251.23","135"
"Huevo Conservas","7500000000539","Panaderia","2027-10-20","Heinz","11.73","31"
"Avena Bebidas","7500000000540","Lacteos","2027-10-07","Lala","165.82","202"
"Tomate Conservas","7500000000541","Condimentos","2027-10-02","Heinz","368.76","348"
"Tomate Frutas","7500000000542","Lacteos","2027-07-26","Nutrioli","239.32","450"
"Salsa Lacteos","7500000000543","Desayuno","2027-12-22","Rosarita","250.56","434"
"Ajo Condimentos","7500000000544","Condimentos","2027-01-08","Activia","256.99","470"
"Queso Panaderia","7500000000545","Verduras","2026-09-28","Rosarita","295.51","195"
"Mostaza Verduras","7500000000546","Panaderia","2028-01-04","Bimbo","336.49","450"
"Atun Conservas","7500000000547","Conservas","2027-10-01","Bimbo","230.24","151"
"Pan Frutas","7500000000548","Frutas","2027-02-19","Lala","456.07","486"
"Chocolate Alimentos","7500000000549","Bebidas","2027-11-23","Quaker","142.78","405"
"Chocolate Bebidas","7500000000550","Alimentos","2027-08-05","Lala","408.62","204"
"Ajo Desayuno","7500000000551","Desayuno","2027-10-14","Lala","133.98","428"
"Salsa Panaderia","7500000000552","Alimentos","2026-07-25","Tampico","386.55","294"
"Agua Verduras","7500000000553","Carnes","2027-09-30","Nutrioli","168.92","21"
"Sardina Desayuno","7500000000554","Condimentos","2027-07-18","Brillante","291.6","416"
"Papas Lacteos","7500000000555","Lacteos","2027-08-17","Nutrioli","142.88","209"
"Refresco Lacteos","7500000000556","Condimentos","2027-06-13","Nutrioli","379.33","207"
"Avena Desayuno","7500000000557","Frutas","2027-05-08","Activia","343.85","436"
"Arroz Bebidas","7500000000558","Lacteos","2028-01-12","McCormick","463.33","299"
"Soya Verduras","7500000000559","Conservas","2027-08-03","Nescafe","304.23","257"
"Agua Lacteos","7500000000560","Bebidas","2027-05-16","Heinz","393.55","340"
"Leche Condimentos","7500000000561","Carnes","2027-06-07","Nescafe","235.66","321"
"Mantequilla Conservas","7500000000562","Bebidas","2027-03-10","Tampico","188.86","446"
"Vino Frutas","7500000000563","Condimentos","2026-07-28","Lala","263.78","154"
"Cerveza Panaderia","7500000000564","Carnes","2027-02-26","Brillante","376.57","204"
"Sardina Conservas","7500000000565","Desayuno","2028-02-19","Activia","251.47","38"
"Ketchup Conservas","7500000000566","Alimentos","2027-06-11","Activia","326.24","223"
"Mostaza Alimentos","7500000000567","Frutas","2027-11-26","Nescafe","178.97","38"
"Huevo Verduras","7500000000568","Desayuno","2028-01-28","Tampico","318.71","181"
"Atun Bebidas","7500000000569","Bebidas","2026-09-11","Rosarita","45.35","344"
"Sal Carnes","7500000000570","Bebidas","2026-07-18","Nutrioli","329.37","178"
"Cafe Conservas","7500000000571","Bebidas","2026-10-04","Lala","58.03","26"
"Galletas Panaderia","7500000000572","Alimentos","2026-09-02","Rosarita","373.0","249"
"Cebolla Frutas","7500000000573","Carnes","2028-01-15","Activia","473.94","240"
"Papas Panaderia","7500000000574","Desayuno","2028-01-22","Tampico","433.25","66"
"Arroz Alimentos","7500000000575","Conservas","2026-07-03","Tampico","337.88","355"
"Jugo Panaderia","7500000000576","Frutas","2027-03-01","McCormick","271.71","237"
"Zanahoria Panaderia","7500000000577","Conservas","2027-07-04","Tampico","404.21","181"
"Vino Condimentos","7500000000578","Conservas","2027-06-22","Nutrioli","172.09","211"
"Cebolla Verduras","7500000000579","Frutas","2027-10-25","Lala","186.93","363"
"Azucar Panaderia","7500000000580","Panaderia","2027-09-21","Brillante","152.36","382"
"Limon Bebidas","7500000000581","Condimentos","2027-05-02","Lala","189.44","65"
"Manzana Verduras","7500000000582","Alimentos","2026-08-22","Tampico","479.76","117"
"Salsa Frutas","7500000000583","Condimentos","2027-02-14","Brillante","99.98","334"
"Aceite Desayuno","7500000000584","Frutas","2027-09-28","Heinz","416.03","409"
"Chiles Verduras","7500000000585","Desayuno","2026-08-17","Bimbo","135.28","69"
"Sal Bebidas","7500000000586","Bebidas","2027-12-28","Bimbo","419.4","342"
"Pollo Desayuno","7500000000587","Conservas","2027-05-30","Brillante","339.34","223"
"Soya Desayuno","7500000000588","Verduras","2027-01-27","Bimbo","452.92","498"
"Tomate Conservas","7500000000589","Desayuno","2028-03-15","Bimbo","20.81","416"
"Huevo Desayuno","7500000000590","Condimentos","2026-10-03","Nescafe","245.53","248"
"Vino Panaderia","7500000000591","Desayuno","2026-09-04","Brillante","152.6","206"
"Arroz Frutas","7500000000592","Verduras","2027-06-29","Brillante","23.93","314"
"Leche Panaderia","7500000000593","Alimentos","2026-08-28","Rosarita","206.25","454"
"Atun Bebidas","7500000000594","Alimentos","2027-08-22","Bimbo","365.68","305"
"Mayonesa Conservas","7500000000595","Verduras","2027-02-17","McCormick","62.92","377"
"Chiles Carnes","7500000000596","Panaderia","2026-12-16","Nescafe","303.98","192"
"Vinagre Desayuno","7500000000597","Desayuno","2027-01-06","Activia","238.99","272"
"Manzana Condimentos","7500000000598","Condimentos","2028-02-07","Nescafe","109.31","27"
"Refresco Verduras","7500000000599","Verduras","2028-03-04","Quaker","315.86","15"
"Pescado Conservas","7500000000600","Condimentos","2027-10-01","Rosarita","235.3","78"
"Naranja Panaderia","7500000000601","Bebidas","2027-05-20","Brillante","295.29","406"
"Refresco Conservas","7500000000602","Bebidas","2026-11-17","Activia","12.8","276"
"Galletas Frutas","7500000000603","Carnes","2027-02-22","Bimbo","89.08","489"
"Pollo Condimentos","7500000000604","Bebidas","2027-03-12","Bimbo","299.0","394"
"Chiles Panaderia","7500000000605","Verduras","2027-05-27","Nescafe","164.71","289"
"Arroz Verduras","7500000000606","Conservas","2026-08-28","Rosarita","322.79","422"
"Pimienta Desayuno","7500000000607","Desayuno","2027-03-21","Bimbo","455.34","470"
"Chiles Bebidas","7500000000608","Lacteos","2027-04-30","Activia","50.86","114"
"Mantequilla Condimentos","7500000000609","Conservas","2028-02-08","Tampico","300.52","392"
"Frijoles Condimentos","7500000000610","Lacteos","2026-11-26","Rosarita","89.48","162"
"Avena Condimentos","7500000000611","Carnes","2027-12-09","McCormick","191.0","241"
"Aceite Verduras","7500000000612","Verduras","2027-11-10","Quaker","262.72","17"
"Naranja Verduras","7500000000613","Desayuno","2026-09-14","Tampico","305.38","242"
"Sardina Verduras","7500000000614","Conservas","2026-11-04","Tampico","123.92","309"
"Agua Carnes","7500000000615","Panaderia","2027-12-16","Tampico","313.96","410"
"Manzana Lacteos","7500000000616","Lacteos","2028-03-31","Quaker","54.83","282"
"Refresco Bebidas","7500000000617","Verduras","2027-10-26","Brillante","201.94","431"
"Pimienta Conservas","7500000000618","Alimentos","2026-10-28","Quaker","320.79","102"
"Azucar Desayuno","7500000000619","Desayuno","2026-11-13","Activia","127.07","185"
"Avena Condimentos","7500000000620","Alimentos","2027-04-29","Quaker","71.31","41"
"Papas Alimentos","7500000000621","Carnes","2026-09-16","Lala","435.49","67"
"Frijoles Desayuno","7500000000622","Verduras","2026-12-14","Quaker","223.13","395"
"Galletas Panaderia","7500000000623","Conservas","2028-01-04","Tampico","307.15","406"
"Pescado Frutas","7500000000624","Desayuno","2028-01-29","Rosarita","360.16","31"
"Ketchup Lacteos","7500000000625","Desayuno","2027-05-24","Nescafe","405.44","440"
"Pescado Conservas","7500000000626","Alimentos","2027-01-31","Quaker","458.58","279"
"Papas Bebidas","7500000000627","Frutas","2026-08-29","Nescafe","288.49","199"
"Mayonesa Carnes","7500000000628","Desayuno","2027-07-23","Rosarita","443.65","205"
"Aceite Bebidas","7500000000629","Panaderia","2027-02-01","Tampico","218.55","205"
"Soya Panaderia","7500000000630","Bebidas","2026-11-16","Rosarita","432.64","59"
"Pan Condimentos","7500000000631","Condimentos","2027-01-21","Activia","312.3","255"
"Pescado Alimentos","7500000000632","Alimentos","2027-06-17","Bimbo","395.76","439"
"Papas Conservas","7500000000633","Alimentos","2027-07-16","Tampico","462.25","30"
"Refresco Bebidas","7500000000634","Verduras","2027-01-30","Heinz","329.46","467"
"Naranja Conservas","7500000000635","Lacteos","2027-02-27","Activia","303.1","380"
"Cebolla Bebidas","7500000000636","Bebidas","2027-02-22","McCormick","195.66","278"
"Galletas Carnes","7500000000637","Condimentos","2027-12-18","McCormick","469.54","262"
"Huevo Bebidas","7500000000638","Carnes","2027-03-23","Bimbo","362.94","334"
"Galletas Alimentos","7500000000639","Alimentos","2026-11-13","Tampico","196.22","186"
"Galletas Condimentos","7500000000640","Lacteos","2027-06-20","Nescafe","365.38","338"
"Cerveza Condimentos","7500000000641","Carnes","2026-10-20","Activia","147.36","368"
"Soya Lacteos","7500000000642","Alimentos","2026-08-26","Activia","59.02","414"
"Sardina Alimentos","7500000000643","Frutas","2026-07-13","McCormick","160.0","169"
"Chiles Alimentos","7500000000644","Lacteos","2027-12-10","McCormick","79.17","297"
"Frijoles Lacteos","7500000000645","Verduras","2027-01-07","McCormick","445.56","110"
"Leche Condimentos","7500000000646","Frutas","2028-02-14","Lala","466.41","473"
"Ajo Bebidas","7500000000647","Panaderia","2027-06-05","Activia","255.24","204"
"Cafe Alimentos","7500000000648","Conservas","2026-11-27","Brillante","364.11","139"
"Cebolla Panaderia","7500000000649","Alimentos","2027-10-10","Heinz","274.35","242"
"Ajo Frutas","7500000000650","Bebidas","2027-09-13","Brillante","102.1","43"
"Sardina Frutas","7500000000651","Desayuno","2027-05-01","Brillante","273.31","426"
"Salsa Bebidas","7500000000652","Frutas","2027-12-19","Lala","294.8","310"
"Yogurt Panaderia","7500000000653","Carnes","2026-11-10","McCormick","412.78","433"
"Leche Alimentos","7500000000654","Frutas","2028-03-14","Quaker","495.43","421"
"Refresco Panaderia","7500000000655","Frutas","2026-11-03","Nescafe","267.65","40"
"Avena Frutas","7500000000656","Verduras","2027-05-06","Bimbo","438.04","222"
"Cereal Lacteos","7500000000657","Panaderia","2026-10-15","Nescafe","465.48","180"
"Harina Bebidas","7500000000658","Frutas","2027-09-02","Nescafe","464.08","22"
"Yogurt Condimentos","7500000000659","Alimentos","2027-08-31","Heinz","394.22","34"
"Cafe Desayuno","7500000000660","Carnes","2027-04-03","Tampico","139.94","430"
"Ajo Lacteos","7500000000661","Condimentos","2026-08-22","Nescafe","92.89","118"
"Refresco Panaderia","7500000000662","Conservas","2027-06-21","Bimbo","441.84","466"
"Salsa Frutas","7500000000663","Conservas","2027-02-03","Nescafe","298.57","216"
"Salsa Lacteos","7500000000664","Lacteos","2026-12-13","Quaker","429.09","311"
"Avena Frutas","7500000000665","Carnes","2027-07-31","Nescafe","368.34","95"
"Frijoles Conservas","7500000000666","Alimentos","2026-08-20","Bimbo","377.99","181"
"Cebolla Frutas","7500000000667","Panaderia","2027-07-30","Lala","337.25","450"
"Zanahoria Bebidas","7500000000668","Condimentos","2027-11-30","Brillante","431.94","146"
"Yogurt Desayuno","7500000000669","Frutas","2027-01-18","Heinz","123.51","274"
"Arroz Alimentos","7500000000670","Conservas","2026-11-27","Quaker","470.76","201"
"Jugo Bebidas","7500000000671","Condimentos","2028-02-10","Activia","204.51","203"
"Manzana Carnes","7500000000672","Bebidas","2027-04-23","Quaker","155.19","154"
